yb_wl_corr,er_no_synchr,er_wl_corr,er_synch,yb_synch,yb_no_synch,yb_wl,er_wl,,
974.396647200785,-200.716180722276,1430.0448479768,-200.840459347608,-197.165279162647,-196.979001324285,981.649258435465,1451.70403998067,,
974.46314195065,-200.488755279988,1430.19659720712,-200.841287541815,-197.258925991234,-197.035466121745,981.707079957087,1451.8304976726,,
974.529644534382,-200.316316437092,1430.34837287744,-200.842414894775,-197.235250689886,-196.846149157392,981.764908290767,1451.95697739787,,
974.596154953363,-200.454681541257,1430.50017499468,-200.83988938375,-197.125663940553,-196.677751623767,981.822743437707,1452.08347916223,,
974.662673208979,-200.701760850585,1430.65200356574,-200.844209585313,-197.097138191597,-196.80815770473,981.880585399112,1452.21000297145,,
974.729199302614,-200.670422684042,1430.80385859754,-200.838597372191,-197.289707512855,-197.173208812746,981.938434176186,1452.33654883128,,
974.795733235656,-200.411333722717,1430.955740097,-200.845790644268,-197.246230056046,-196.81346926495,981.996289770135,1452.4631167475,,
974.862275009488,-200.325821732889,1431.10764807103,-200.837537735233,-197.08251739086,-196.614760682641,982.054152182163,1452.58970672586,,
974.928824625496,-200.53946014958,1431.25958252658,-200.847166260317,-197.141076421864,-196.912841497422,982.112021413475,1452.71631877215,,
974.995382085069,-200.735006714471,1431.41154347056,-200.836804351952,-197.218372595683,-197.014192287564,982.169897465277,1452.84295289213,,
